LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	No
Time_Pref	Absolute
Operator	mechlab
Description	Data file
Date	2022/03/16
Time	20:26:39.3907999992370605469
***End_of_Header***	
	
Channels	6						
Samples	1	1	1	1	1	1	
Date	2022/03/16	2022/03/16	2022/03/16	2022/03/16	2022/03/16	2022/03/16	
Time	20:26:39.3907999992370605469	20:26:39.5967998504638671875	20:26:39.8048000335693359375	20:26:40.0128002166748046875	20:26:40.2188000679016113281	20:26:40.4278001785278320313	
X_Dimension	Time	Time	Time	Time	Time	Time	
X0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	
Delta_X	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
***End_of_Header***							
X_Value	Untitled	Untitled 1	Untitled 2	Untitled 3	Untitled 4	Untitled 5	Comment
	0.000000	310.469231	-7.525864	63.451106	-1.155077E-5	-2.136581E-5
	1.042000	301.127206	-7.527893	58.565531	-9.731054E-6	-1.958572E-5
	2.100000	315.587863	-7.528938	54.676303	-1.155077E-5	-2.017908E-5
	3.148000	315.897010	-7.527655	51.831201	-1.276390E-5	-2.017908E-5
	4.195000	315.850316	-7.523705	46.123338	-1.094420E-5	-1.899235E-5
	5.237000	311.269471	-7.527339	37.104191	-1.033763E-5	-2.017908E-5
	6.281000	309.813905	-7.528308	37.104705	-1.094420E-5	-2.314589E-5
	7.328000	322.052571	-7.529048	37.116346	-8.517904E-6	-2.077245E-5
	8.371000	326.002241	-7.524700	37.102538	-8.517904E-6	-2.255254E-5
	9.415000	332.743893	-7.530031	37.114327	-6.698167E-6	-2.255254E-5
	10.464000	352.981729	-7.526078	37.114791	-4.878417E-6	-2.314589E-5
	11.506000	368.339233	-7.519037	37.115002	-3.665242E-6	-2.373925E-5
	12.545000	388.660796	-7.516406	37.112869	-1.845468E-6	-2.611267E-5
	13.589000	381.756521	-7.509024	37.114930	-4.271830E-6	-2.492596E-5
	14.646000	392.315812	-7.496724	37.115379	-4.271830E-6	-2.611267E-5
	15.686000	399.967192	-7.483092	37.122761	-4.271830E-6	-2.492596E-5
	16.735000	399.390762	-7.460090	37.124293	-3.058652E-6	-2.551932E-5
	17.778000	404.010250	-7.437079	37.134107	-3.665242E-6	-2.492596E-5
	18.836000	409.541077	-7.420836	37.132785	-4.878417E-6	-2.373925E-5
	19.877000	396.907928	-7.398285	37.138515	-4.271830E-6	-2.551932E-5
	20.923000	391.837600	-7.380747	37.139293	-3.665242E-6	-2.551932E-5
	21.966000	409.175576	-7.363070	37.132112	-1.845468E-6	-2.433261E-5
	23.020000	404.982774	-7.343807	37.142879	-1.238874E-6	-2.611267E-5
	24.065000	395.494226	-7.326293	37.133401	-1.845468E-6	-2.551932E-5
	25.108000	403.913642	-7.312142	37.145328	-2.568027E-8	-2.492596E-5
	26.155000	412.460259	-7.292329	37.142863	-1.845468E-6	-2.670602E-5
	27.199000	408.897022	-7.283165	37.144576	-2.568027E-8	-2.551932E-5
	28.244000	411.945015	-7.268567	37.129556	-1.238874E-6	-2.492596E-5
	29.284000	413.022198	-7.256261	37.132698	1.794122E-6	-2.848606E-5
	30.328000	414.253954	-7.247286	37.122555	3.007331E-6	-2.907940E-5
	31.373000	422.882688	-7.236707	37.118015	3.007331E-6	-2.789271E-5
	32.416000	427.642259	-7.226406	37.111416	4.827156E-6	-2.848606E-5
	33.469000	430.137974	-7.214973	37.112762	4.827156E-6	-3.026609E-5
	34.515000	448.931515	-7.203082	37.113455	1.089334E-5	-2.967275E-5
	35.562000	497.960245	-7.199828	37.115469	1.513976E-5	-3.323277E-5
	36.605000	535.587580	-7.195053	37.120918	2.545282E-5	-3.619941E-5
	37.647000	586.020351	-7.188776	37.120781	3.273290E-5	-3.797938E-5
	38.691000	636.155245	-7.182594	37.125075	3.758641E-5	-3.975934E-5
	39.735000	678.010806	-7.181077	37.122312	4.244001E-5	-4.213259E-5
	40.777000	707.748461	-7.178251	37.127476	4.426014E-5	-4.213259E-5
	41.839000	734.372108	-7.179057	37.128094	4.790044E-5	-4.391252E-5
	42.883000	756.137966	-7.177517	37.125428	4.850717E-5	-4.272590E-5
