LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	No
Time_Pref	Absolute
Operator	mechlab
Description	Data file
Date	2022/03/16
Time	21:18:53.3907999992370605469
***End_of_Header***	
	
Channels	6						
Samples	1	1	1	1	1	1	
Date	2022/03/16	2022/03/16	2022/03/16	2022/03/16	2022/03/16	2022/03/16	
Time	21:18:53.3907999992370605469	21:18:53.5988001823425292969	21:18:53.8077998161315917969	21:18:54.0148000717163085938	21:18:54.2227997779846191406	21:18:54.4317998886108398438	
X_Dimension	Time	Time	Time	Time	Time	Time	
X0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	
Delta_X	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
***End_of_Header***							
X_Value	Untitled	Untitled 1	Untitled 2	Untitled 3	Untitled 4	Untitled 5	Comment
	0.000000	368.836766	-10.902686	40.689955	2.421284E-6	1.196481E-6
	1.047000	372.751014	-10.909071	30.502006	1.206217E-6	5.990138E-7
	2.093000	370.089454	-10.907548	27.838227	-8.843815E-9	3.586365E-6
	3.136000	359.982612	-10.907501	27.831396	-6.163719E-7	1.793950E-6
	4.177000	370.876812	-10.907865	27.841062	1.813750E-6	1.548135E-9
	5.234000	370.414702	-10.904858	27.844125	-8.843815E-9	1.196481E-6
	6.295000	372.594830	-10.905544	27.835372	1.813750E-6	1.793950E-6
	7.338000	374.956904	-10.906238	27.838436	3.028820E-6	1.793950E-6
	8.382000	381.110855	-10.906810	27.835491	-1.831423E-6	1.548135E-9
	9.426000	383.641993	-10.905750	27.845920	-1.223898E-6	2.391420E-6
	10.469000	375.261220	-10.905319	27.837418	-1.831423E-6	1.793950E-6
	11.513000	375.121138	-10.900668	27.838740	-1.831423E-6	1.196481E-6
	12.555000	375.890785	-10.904057	27.847459	-3.046468E-6	2.391420E-6
	13.599000	387.406498	-10.904536	27.838037	-1.223898E-6	2.988892E-6
	14.642000	389.077822	-10.900038	27.838232	-3.653989E-6	2.988892E-6
	15.689000	384.255456	-10.891823	27.841761	-4.261507E-6	1.196481E-6
	16.734000	394.070863	-10.884734	27.839950	-2.438947E-6	2.391420E-6
	17.779000	394.814747	-10.874225	27.843680	-5.476540E-6	2.988892E-6
	18.821000	398.305528	-10.859063	27.842004	-3.653989E-6	2.391420E-6
	19.861000	388.258262	-10.842791	27.843901	-5.476540E-6	3.586365E-6
	20.903000	399.165342	-10.816898	27.850841	-4.261507E-6	4.183840E-6
	21.948000	404.874895	-10.799909	27.848060	-3.046468E-6	2.391420E-6
	22.998000	395.577953	-10.782946	27.845429	-4.869024E-6	2.988892E-6
	24.042000	404.786337	-10.765364	27.841083	-1.831423E-6	2.391420E-6
	25.087000	407.174173	-10.743450	27.848487	-1.831423E-6	3.586365E-6
	26.131000	415.894685	-10.725213	27.844192	-8.843815E-9	1.793950E-6
	27.174000	414.836824	-10.707102	27.849569	5.986858E-7	1.548135E-9
	28.219000	419.377416	-10.692425	27.849960	3.636357E-6	1.548135E-9
	29.282000	427.780731	-10.671324	27.852752	6.674068E-6	5.990138E-7
	30.324000	449.829973	-10.657925	27.843719	1.031937E-5	1.548135E-9
	31.386000	469.985691	-10.642583	27.846281	1.031937E-5	-2.985758E-6
	32.430000	512.752591	-10.627301	27.841362	1.700258E-5	-2.985758E-6
	33.484000	565.914546	-10.618306	27.841508	2.368597E-5	-5.973025E-6
	34.526000	672.362439	-10.609366	27.846205	2.611634E-5	-5.973025E-6
	35.570000	737.922464	-10.602822	27.850229	2.854673E-5	-5.375575E-6
	36.614000	782.428314	-10.601456	27.846203	3.158477E-5	-7.167922E-6
	37.659000	802.616235	-10.597118	27.842023	3.279999E-5	-7.167922E-6
	38.699000	814.233387	-10.598042	27.842946	3.158477E-5	-7.167922E-6
	39.742000	832.477871	-10.594157	27.839394	3.462283E-5	-7.765368E-6
	40.786000	853.345271	-10.592993	27.841547	3.523045E-5	-9.557696E-6
	41.828000	878.294373	-10.593310	27.843836	3.887620E-5	-1.015514E-5
	42.869000	952.283476	-10.584965	27.841793	4.556021E-5	-1.015514E-5
	43.913000	1072.048828	-10.575375	27.842550	5.528274E-5	-1.433717E-5
	44.958000	1246.605597	-10.561777	27.843378	6.318259E-5	-1.553203E-5
	46.019000	1434.900073	-10.542328	27.845648	7.229814E-5	-1.792172E-5
	47.063000	1559.896767	-10.527288	27.839380	7.776763E-5	-1.911655E-5
	48.122000	1683.212478	-10.508078	27.850694	8.445274E-5	-2.031138E-5
	49.167000	1768.989409	-10.505598	27.847514	8.627599E-5	-2.270102E-5
	50.211000	1830.416209	-10.494303	27.852886	8.992252E-5	-2.150620E-5
	51.253000	1880.346618	-10.485647	27.850802	9.417687E-5	-2.270102E-5
	52.304000	1930.012964	-10.480754	27.854703	9.660797E-5	-2.270102E-5
	53.345000	1979.313808	-10.472685	27.848512	9.782353E-5	-2.509064E-5
	54.407000	2089.787052	-10.460077	27.853893	0.000109	-2.688283E-5
	55.446000	2322.110783	-10.425528	27.851219	0.000123	-3.106457E-5
	56.499000	2534.597603	-10.397601	27.851328	0.000131	-3.405148E-5
	57.541000	2684.456460	-10.376501	27.858154	0.000139	-3.405148E-5
	58.585000	2792.504838	-10.356218	27.857405	0.000143	-3.584361E-5
	59.630000	2872.113331	-10.346354	27.854273	0.000143	-3.644098E-5
	60.672000	2921.655698	-10.340852	27.859659	0.000148	-3.584361E-5
	61.714000	2944.994663	-10.335385	27.864371	0.000148	-3.644098E-5
	62.756000	2971.782546	-10.325013	27.866269	0.000148	-3.763573E-5
	63.801000	2987.476571	-10.328161	27.862347	0.000148	-3.883046E-5
